academic_year,tap_college_code,federal_school_code,level,tap_level_of_study,tap_college_name,sector_type,tap_sector_group,tap_recipient_headcount,tap_recipient_ftes,tap_recipient_dollars
2018,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1998,1498.03,5687342.78
2009,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,63,49.75,17911.5
2005,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,2433,1776.5,5755902.98
2004,5205,2687,G,Grad,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,82,59.5,22904.75
2015,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,6888,5688.25,21730615.07
2011,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,154,101.21,317868.06
2011,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,3963,3098.63,10776927.52
2011,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,16,10.29,44077.83
2011,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,6559,5354.67,20040784.79
2011,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,63,45.75,205937.5
2011,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,6179,5117.54,17839728.19
2011,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,74,51.5,227381.0
2011,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,95,66.0,295160.5
2004,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,42,30.0,13605.25
2011,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4500,3143.75,12242776.7
2010,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1675,1223.67,4302152.72
2010,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,565,375.42,1335536.61
2010,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4269,3277.46,11229297.87
2001,5205,2687,G,Grad,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,56,37.75,12130.25
2010,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,39,26.42,107197.83
2001,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,40,24.25,10321.25
2001,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,29,19.5,5944.5
2001,5270,2689,G,Grad,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,106,87.75,28912.5
2001,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,24,15.0,5171.0
2004,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,112,78.17,278527.72
2010,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,58,38.5,149963.75
2004,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2871,2252.46,7016192.17
2004,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,70,45.5,18787.25
2004,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,21,13.0,5744.0
2016,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,119,83.5,357920.0
2010,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,6003,5006.33,15774049.29
2016,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,33,23.25,98476.39
2010,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,65,46.5,193391.13
2010,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,6306,5232.29,17555412.03
2010,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,89,59.25,231213.75
2010,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1794,1229.96,4367312.47
2010,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,20,13.75,52457.25
2010,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5832,4673.38,15179555.01
2016,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1984,1451.58,5582126.8
2004,5270,2689,G,Grad,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,149,115.25,43542.0
2010,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,119,84.5,350276.0
2010,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1484,965.25,3078502.48
2010,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,4080,3172.42,9887198.91
2010,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,29,20.75,83056.75
2010,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3240,2539.58,8771992.98
2010,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,139,95.25,262984.58
2004,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,96,91.5,41179.0
2004,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,103,79.0,31140.0
2016,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4377,3278.42,13129361.75
2015,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,6147,5023.5,19622783.29
2016,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5992,4744.96,18439920.57
2016,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,45,33.0,149703.0
2016,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1808,1259.0,4881180.75
2004,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,67,47.83,171452.57
2004,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2624,1860.83,4928109.15
2011,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5631,4518.58,16238942.81
2011,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,167,105.0,403316.5
2011,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,119,93.25,409647.5
2011,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5793,4731.33,17534657.66
2011,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5970,5049.04,18694666.97
2016,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,123,92.04,413435.21
2011,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,45,30.5,129108.5
2011,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3087,2244.33,8942085.54
2011,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,119,90.5,408633.75
2011,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1927,1301.25,5108454.24
2011,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,26,17.5,77547.0
2011,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,83,58.0,249347.75
2016,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,5163,3945.21,15463551.15
2011,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,109,79.75,366793.75
2016,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,6403,5319.58,20750300.92
2001,5645,7273,G,Grad,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,39,29.25,10589.25
2001,5672,2698,G,Grad,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,16,10.0,5046.0
2011,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1842,1242.46,4619567.72
2016,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,5845,4651.58,17363832.97
2011,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,57,41.25,186218.5
2011,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4155,3214.0,12159196.94
2016,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3528,2766.21,10742713.76
2001,5620,4765,G,Grad,CUNY GRAD SCH AND UNIV CENTER,PUBLIC,1-CUNY SR,141,132.0,47521.5
2004,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2207,1723.08,4439264.58
2011,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3579,2815.0,10713270.59
2004,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3566,2418.71,7634166.1
2004,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,240,180.79,647087.19
2004,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,4879,4080.92,11375006.21
2004,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,40,28.0,96470.5
2004,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1367,881.92,2885059.27
2004,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1527,979.0,3229840.75
2004,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,242,183.46,648413.41
2004,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,4837,3870.08,11531109.14
2004,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,1996,1435.21,4470792.02
2001,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,35,25.0,7680.75
2001,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,69,60.25,23907.5
2011,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5518,4311.17,15951823.12
2004,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,241,184.33,642410.76
2004,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,266,189.0,691274.9
2004,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,3915,3095.79,9872169.46
2004,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,230,180.54,637683.75
2004,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,3821,3122.75,9675895.83
2004,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,220,161.83,584498.07
2004,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5176,4213.21,12424390.27
2004,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,248,181.67,662335.63
2004,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5864,5147.5,15390852.2
2004,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,103,69.96,248701.73
2004,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,2576,1897.71,6149177.74
2004,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5847,4942.25,14189077.53
2010,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,113,77.75,304660.75
2010,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,139,109.71,443634.5
2016,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,54,32.79,150926.96
2015,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,6358,5042.46,19604529.71
2015,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,126,81.63,368081.63
2015,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,7235,5982.04,22439456.61
2015,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5938,4664.79,18206971.87
2015,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,5435,3749.21,15348323.55
2001,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5707,4757.92,10794933.57
2001,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,180,123.92,352183.93
2001,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,1560,1198.54,2964021.74
2001,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,3482,2764.17,6683785.1
2001,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,187,132.75,376276.5
2017,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,7341,6020.67,22643410.92
2001,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1369,942.96,2555288.19
2001,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,48,28.5,82889.25
2001,1416,2690,U,2 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,10,6.0,14270.0
2001,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,3911,3166.46,7041283.56
2001,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,241,170.42,498174.05
2001,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2059,1465.79,3034789.06
2001,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1763,1374.21,2800001.51
2001,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,70,48.33,138390.39
2001,1418,4759,U,2 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,9,6.0,15841.0
2001,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2075,1621.17,4154119.28
2001,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,107,80.04,227239.27
2001,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,655,452.58,1258458.56
2016,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,7392,6176.5,22895182.95
2015,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,6582,5241.17,19908550.9
2012,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,30,20.5,89463.0
2005,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3722,2546.96,8025428.15
2003,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,68,50.88,179546.44
2017,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,82,56.25,252220.25
2009,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,57,54.0,22700.75
2003,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,2703,2134.0,6694288.79
2015,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,6062,4790.83,18036707.36
2009,5418,4759,G,Grad,CUNY YORK COLLEGE GRAD,PUBLIC,1-CUNY SR,4,2.0,1079.5
2003,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,102,72.38,246807.85
2009,5620,4765,G,Grad,CUNY GRAD SCH AND UNIV CENTER,PUBLIC,1-CUNY SR,76,65.0,25336.5
2015,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,2446,1693.25,6675279.49
2015,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3715,2936.17,11371962.29
2015,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1529,938.17,3748115.98
2015,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,108,79.38,363040.75
2015,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4974,3842.5,15124283.24
2015,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3388,1965.58,8030764.71
2012,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5675,4588.42,16621804.88
2017,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,132,88.75,402516.0
2012,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,105,74.75,338822.75
2012,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,59,41.75,187424.25
2012,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,6546,5456.08,19459238.55
2012,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,124,92.75,401404.75
2012,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,125,85.0,392550.75
2015,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,1,0.5,447.5
2016,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,79,56.25,256225.75
2016,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3553,2490.88,10109483.87
2009,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,104,66.75,23262.5
2012,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,83,56.67,258677.23
2012,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5864,4822.29,18153387.62
2012,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,18,11.75,51638.75
2012,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,171,115.42,366583.56
2012,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,4122,3223.25,11513515.56
2016,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,6455,5121.29,19892431.62
2003,5620,4765,G,Grad,CUNY GRAD SCH AND UNIV CENTER,PUBLIC,1-CUNY SR,143,131.5,52236.5
2003,5645,7273,G,Grad,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,42,31.5,11338.25
2003,5672,2698,G,Grad,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,24,15.75,6892.5
2004,5620,4765,G,Grad,CUNY GRAD SCH AND UNIV CENTER,PUBLIC,1-CUNY SR,149,132.0,50324.5
2012,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5980,4884.58,18196905.62
2016,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,50,32.5,137972.0
2010,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,2902,2043.92,7508095.32
2016,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,209,141.88,483601.38
2010,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5714,4716.21,15899669.13
2010,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,105,72.75,304788.75
2010,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5378,4216.63,14046849.89
2010,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,82,53.75,220422.52
2016,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,145,98.75,440974.0
2016,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,199,145.0,649364.5
2010,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5651,4544.13,15247324.4
2016,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2,0.5,1819.75
2010,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4325,2849.46,10001007.29
2004,5645,7273,G,Grad,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,42,31.5,12706.25
2004,5672,2698,G,Grad,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,24,16.75,5471.75
2016,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,33,25.25,101680.75
2009,5270,2689,G,Grad,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,230,183.0,59556.25
2009,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,77,53.25,19866.25
2003,5205,2687,G,Grad,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,81,53.0,19453.75
2003,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,53,35.75,15724.25
2009,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3379,2723.54,9331217.14
2009,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,124,93.75,393941.5
2009,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,98,67.0,270678.25
2009,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,2057,1376.42,4968033.86
2009,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,154,122.25,466337.5
2016,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,38,25.25,119417.25
2003,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,48,34.25,11022.75
2012,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4324,3036.13,11973689.93
2012,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,96,67.5,298787.0
2012,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,57,35.25,118737.3
2012,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1649,1190.79,4534870.9
2012,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1966,1305.5,4884517.8
2012,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,29,22.0,101930.5
2003,5270,2689,G,Grad,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,139,112.0,36921.25
2003,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,17,11.5,4110.75
2016,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,6671,5279.92,19915598.1
2016,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,6564,5449.96,20671447.26
2003,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,89,64.75,23098.0
2003,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,83,76.5,29616.0
